label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
fall,0.29742646,0.4204063,0.29394045,0.41230008,0.0,0.0,0.29870072,0.37638074,0.0,0.0,0.3437172,0.3636962,0.32655692,0.31082663,0.40562978,0.4229475,0.37270072,0.25812832,0.43538734,0.46441156,0.37484947,0.23858953,0.4903383,0.30525246,0.47316486,0.2951448,0.4985629,0.4904015,0.4508915,0.475193,0.60486746,0.4449999,0.55250674,0.40517187
not fallen,0.52049273,0.3024285,0.53755045,0.28935626,0.5044887,0.28868136,0.56034917,0.30194604,0.47666988,0.29990333,0.5990996,0.3697512,0.4352419,0.3730665,0.6417182,0.42262793,0.4137108,0.44365016,0.52060723,0.4163719,0.5564646,0.4370868,0.58751315,0.57692355,0.46890098,0.5826984,0.6367399,0.726057,0.48942885,0.7329718,0.66063035,0.90015316,0.48943183,0.9146601
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43820354,0.27666464,0.5120013,0.23440178,0.44425526,0.4100524,0.55692893,0.24880001,0.0,0.0,0.5081093,0.15297344,0.45325786,0.45908913,0.505274,0.44426098,0.47091928,0.5366332,0.5108151,0.5482421,0.0,0.0,0.0,0.0
not fallen,0.4920349,0.3431483,0.50896347,0.30840394,0.48089346,0.31510237,0.5828596,0.28113484,0.0,0.0,0.71152735,0.4154769,0.49516687,0.4232006,0.8802784,0.590384,0.38151464,0.5967503,0.87833416,0.42101002,0.35101825,0.4024442,0.629022,0.8049021,0.496917,0.7886317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776587,0.8063553,0.3202705,0.63394463,0.28690842,0.86720467,0.38223812,0.6108569,0.29502216,0.73676926,0.37372765,0.65295905,0.43597135,0.7474086,0.46695778,0.66955733,0.465576,0.77907115,0.4651803,0.5786958,0.48647076,0.7786933,0.5153856,0.6415591
not fallen,0.49082994,0.372083,0.49797198,0.35128453,0.4745832,0.3635178,0.5238302,0.33295855,0.0,0.0,0.5905493,0.3804818,0.4716825,0.41232592,0.639143,0.4735827,0.48361936,0.51701635,0.5777011,0.50112486,0.46124718,0.5326406,0.62737525,0.55578953,0.54312694,0.5646975,0.6469574,0.5906972,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.13302596,0.772424,0.12665652,0.7465091,0.11491127,0.77344567,0.15070911,0.6926286,0.0,0.0,0.23833695,0.6703668,0.14413851,0.74159276,0.31951037,0.74382174,0.11167304,0.7951742,0.2217172,0.8746333,0.08683052,0.8317955,0.48991376,0.6799978,0.42491314,0.73875993,0.6476965,0.6893338,0.624289,0.74703926,0.8527391,0.7201741,0.8384022,0.7193902
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31257638,0.9071619,0.41716152,0.88992435,0.3400338,0.76766604,0.40561944,0.7477766,0.45052144,0.62566274,0.4582025,0.60755116
not fallen,0.4510593,0.15854757,0.47670123,0.14049344,0.42413545,0.14278011,0.51229304,0.1486557,0.3850726,0.15363063,0.56194645,0.2607218,0.33740297,0.26567593,0.58810496,0.40452403,0.29002613,0.40552786,0.61345935,0.516966,0.2707923,0.5177992,0.5143178,0.51502454,0.373153,0.5168912,0.5098838,0.702067,0.3842193,0.70590025,0.4630656,0.893572,0.42862993,0.89557856
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21133748,0.7112259,0.0,0.0,0.27520135,0.70560837,0.31529075,0.81684023,0.28992838,0.84218204,0.47317535,0.8329596,0.47151947,0.84107673,0.606378,0.9308184,0.6078104,0.95182055
fall,0.11351066,0.74203604,0.11325641,0.7071177,0.098740816,0.73964924,0.1714566,0.63791555,0.0,0.0,0.2416174,0.6184201,0.26075813,0.7143353,0.35108805,0.7489865,0.38685814,0.84818614,0.4307557,0.84126025,0.4867537,0.8410965,0.48915187,0.5084268,0.50661933,0.5718837,0.57866144,0.60498965,0.6190675,0.6806763,0.8060339,0.5439874,0.8045212,0.57849103
fall,0.282591,0.5866641,0.27190095,0.5556645,0.25649306,0.58695453,0.30273497,0.5142859,0.0,0.0,0.44556323,0.4584887,0.30860615,0.5662246,0.6114537,0.455957,0.2759083,0.5745708,0.52415603,0.6463718,0.18300687,0.6220547,0.7111899,0.356307,0.63263816,0.42196074,0.87267464,0.26906738,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.45141345,0.3724991,0.4519887,0.3459698,0.43501568,0.3613138,0.0,0.0,0.0,0.0,0.58101267,0.22975485,0.4575028,0.36167789,0.63188684,0.14830165,0.4535551,0.51220006,0.6639255,0.15352939,0.40076646,0.61785537,0.7089836,0.31147113,0.6105855,0.37404224,0.8130723,0.5103376,0.58514696,0.57450265,0.92398053,0.7182779,0.65669626,0.80645764
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.7752658,0.26927003,0.0,0.0,0.7541118,0.34224328,0.86647606,0.34556863,0.7204166,0.46582326,0.882595,0.49064913,0.67607045,0.5928122,0.8912906,0.6317615,0.77129483,0.59260935,0.84948695,0.5922861,0.75294656,0.78115886,0.8571908,0.78116703,0.7577933,0.95508766,0.83602345,0.9542365
fall,0.18172033,0.40456602,0.20948978,0.34162134,0.1261969,0.34063753,0.0,0.0,0.032296635,0.35501775,0.17013143,0.59288764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.3253952,0.6717035,0.3297561,0.66174674,0.3214741,0.6659281,0.34093612,0.6762338,0.0,0.0,0.35815412,0.69545835,0.29095587,0.7324022,0.37751037,0.63994646,0.25725588,0.7555763,0.32966834,0.6055891,0.24447756,0.7823049,0.3470218,0.7659593,0.29484454,0.78679436,0.3995422,0.71130806,0.27341568,0.7737159,0.4218788,0.8882333,0.2527789,0.95293915
not fallen,0.6496739,0.2602755,0.6583888,0.25031143,0.6417393,0.2508659,0.67464256,0.2531101,0.6341149,0.2546639,0.69604486,0.31446248,0.6236945,0.318072,0.71207124,0.3849867,0.6172084,0.38827333,0.71562403,0.45179924,0.6086354,0.45088455,0.6850528,0.45791712,0.6368726,0.45981225,0.69935423,0.5578601,0.6368601,0.56285876,0.6946203,0.6437026,0.64742434,0.65017635
fall,0.24388662,0.93297845,0.23902278,0.9271993,0.23335779,0.94290936,0.24737835,0.93445486,0.0,0.0,0.28456703,0.9321416,0.2847843,0.9956468,0.33374444,0.8875681,0.33092496,1.0,0.36705142,0.82963175,0.39610913,0.97426206,0.45257112,0.9312048,0.45144993,0.9714627,0.5210647,0.8587676,0.5310138,0.8907771,0.63402885,0.8718807,0.63721883,0.8733077
fall,0.5346783,0.33914396,0.5288842,0.32223698,0.0,0.0,0.552504,0.27750233,0.0,0.0,0.6368612,0.25530335,0.5873763,0.26907942,0.68740124,0.39379993,0.58749545,0.42483926,0.6473105,0.49613854,0.5549378,0.55830353,0.789832,0.23486994,0.75566643,0.24799697,0.7363364,0.3988887,0.6930631,0.42196128,0.7669789,0.5512053,0.6813687,0.5529598
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42052585,0.0,0.0,0.0,0.40349975,0.0682879,0.0,0.0,0.37378186,0.048722208,0.32719627,0.050764944,0.36918068,0.21970801,0.35765845,0.21987955,0.39294177,0.3857892,0.39156428,0.3729324
not fallen,0.5445324,0.3435952,0.56222767,0.31385267,0.0,0.0,0.60061866,0.3176662,0.0,0.0,0.63700646,0.47713968,0.6075508,0.43644768,0.5778502,0.74724424,0.50878775,0.66066426,0.38448876,0.7711158,0.3721312,0.7304469,0.53519076,0.7929582,0.52474827,0.7318198,0.2802328,0.66164094,0.33409813,0.52817315,0.21043138,0.89904416,0.24694328,0.75198764
not fallen,0.50093585,0.2645342,0.5229654,0.22989371,0.47944793,0.2325385,0.0,0.0,0.42168808,0.19625722,0.5641189,0.30967063,0.29944026,0.29335546,0.6255155,0.65019435,0.2888871,0.63429993,0.5400924,0.46352816,0.4240964,0.41140777,0.48232746,0.7352541,0.2855798,0.739697,0.6677619,0.7426943,0.30122337,0.7765751,0.0,0.0,0.0,0.0
not fallen,0.5493947,0.2446221,0.57136345,0.20556946,0.53884983,0.21315637,0.6818895,0.17091627,0.0,0.0,0.77008325,0.36461625,0.60337293,0.3448695,0.7242271,0.657646,0.5468892,0.56482345,0.5284527,0.73678845,0.4475321,0.64676607,0.5738296,0.7902857,0.46570635,0.73417014,0.32628196,0.8730879,0.21406375,0.80412275,0.0,0.0,0.0,0.0
not fallen,0.5105959,0.28068814,0.5320262,0.25472936,0.48787838,0.25551137,0.55963683,0.2610488,0.45606962,0.26247045,0.5932202,0.39108816,0.42485604,0.39698178,0.61053604,0.5453606,0.39588434,0.55968326,0.6034223,0.64216036,0.4253033,0.6242285,0.56946105,0.67279816,0.45847383,0.6750671,0.5728717,0.8783081,0.4466946,0.87891257,0.0,0.0,0.0,0.0
not fallen,0.5318834,0.23299837,0.55098605,0.211308,0.5272669,0.21420732,0.5930707,0.22703905,0.0,0.0,0.64735055,0.34621766,0.5166558,0.35002604,0.6142162,0.5476311,0.46451145,0.47664142,0.5047307,0.5092897,0.49920517,0.32621473,0.61359674,0.6536687,0.52137464,0.64490783,0.4953548,0.5979909,0.39401847,0.59926295,0.46747348,0.9359291,0.39138815,0.93663836
fall,0.385188,0.24638765,0.3949928,0.23249383,0.36187762,0.23301005,0.40476677,0.24079286,0.30850437,0.24318595,0.44468522,0.3100101,0.2613949,0.31817824,0.5818302,0.37238413,0.13758095,0.33655056,0.7266321,0.42694518,0.15759806,0.23978622,0.5116235,0.52313054,0.40779176,0.54781187,0.50358343,0.69293386,0.47179666,0.7192862,0.5640177,0.8556601,0.54243904,0.88132924
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40195104,0.637356,0.38755226,0.6315585,0.43691716,0.71594584,0.41460705,0.68981755,0.48701164,0.6736702,0.43644363,0.6602604,0.4002574,0.7353175,0.37970415,0.7406953,0.48529974,0.7579486,0.38226268,0.78246653,0.45733616,0.856195,0.29977712,0.89426273
fall,0.34866586,0.44601223,0.33992514,0.43797323,0.3353644,0.43999702,0.0,0.0,0.3037984,0.4591879,0.36244234,0.4836541,0.30729532,0.51810896,0.45490095,0.46562248,0.35072857,0.5507453,0.418557,0.45144516,0.42374107,0.46811792,0.48173863,0.5608501,0.44952184,0.5894136,0.5737342,0.40737972,0.5617201,0.42407295,0.62848985,0.5400612,0.6237794,0.56801003
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29808578,0.92560166,0.43417808,0.90794843,0.39433786,0.7522837,0.49364263,0.7166511,0.58843464,0.7978407,0.6167271,0.7785458
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.9008894,0.41176605,0.0,0.0,0.8922815,0.47086087,0.89423674,0.31512383,0.846971,0.5612216,0.8223528,0.28939104,0.7345729,0.5309128,0.72333854,0.3494055,0.7602742,0.47607574,0.77057356,0.38069507,0.6431305,0.516385,0.67785853,0.36382028,0.6463578,0.47977477,0.64826626,0.39068797
not fallen,0.69880545,0.33886012,0.70614624,0.31983536,0.0,0.0,0.7386266,0.30762243,0.0,0.0,0.7924115,0.37974727,0.7492157,0.38661468,0.78951186,0.540094,0.725206,0.50540346,0.69648004,0.52821493,0.66949075,0.509267,0.7662625,0.59687924,0.738358,0.57422024,0.60221255,0.5513797,0.5815316,0.5303718,0.54169804,0.76300263,0.56221884,0.74311346
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.3044017,0.72728854,0.0,0.0,0.38642728,0.73349357,0.32849547,0.66938144,0.4209585,0.87425196,0.32302245,0.7690464,0.3483823,0.9345232,0.31574517,0.90227634,0.51607513,0.7199375,0.4774823,0.6892113,0.47105893,0.84463084,0.404346,0.77132773,0.50267965,0.8209465,0.0,0.0
not fallen,0.38126156,0.24392644,0.39359906,0.23039313,0.36802104,0.2309929,0.40978533,0.23940916,0.34732816,0.24092817,0.43611485,0.3284151,0.32614303,0.33149943,0.46344098,0.4445923,0.3103567,0.4470397,0.48585096,0.54461044,0.33186916,0.54687816,0.42445356,0.552381,0.35182786,0.554738,0.41999918,0.7231419,0.34724796,0.72676057,0.41598773,0.8865263,0.35307568,0.8914552
not fallen,0.6633257,0.33652008,0.6696688,0.32413307,0.6586815,0.3279567,0.6894741,0.3256979,0.0,0.0,0.71807307,0.39228874,0.65637225,0.39167398,0.73738575,0.4819745,0.6447786,0.49606514,0.7300687,0.43541494,0.64379084,0.5717145,0.7019306,0.5514719,0.65987265,0.5473338,0.71042925,0.6949508,0.64404166,0.6854751,0.7242382,0.849214,0.64881724,0.82498294
fall,0.49344644,0.81564504,0.0,0.0,0.4841323,0.81151545,0.0,0.0,0.0,0.0,0.54455996,0.7617608,0.4418889,0.7302201,0.57667106,0.78567415,0.39215085,0.7125661,0.5452067,0.8252897,0.39896756,0.78430444,0.5401545,0.6457542,0.4812942,0.63716906,0.55214745,0.57820874,0.48319894,0.58289796,0.5448797,0.50209105,0.50803775,0.5193268
not fallen,0.9431159,0.2956285,0.9445595,0.28915533,0.93413144,0.28898606,0.0,0.0,0.9108431,0.29289395,0.93349695,0.33418313,0.88201123,0.33504578,0.94424814,0.3759101,0.8356395,0.38731584,0.9587631,0.4054453,0.858632,0.4398248,0.9157924,0.44968483,0.88480216,0.45483372,0.95902795,0.51555794,0.93719053,0.5292307,0.9032349,0.56684464,0.87976885,0.5912573
not fallen,0.39380303,0.319871,0.40737897,0.30539382,0.37501752,0.3050238,0.4234181,0.3141555,0.34218517,0.31384483,0.4507906,0.40124464,0.29867646,0.40561724,0.4924665,0.5007114,0.25665683,0.51921725,0.5111905,0.58768535,0.2856736,0.58086485,0.43409014,0.60218424,0.3377291,0.6080528,0.43966302,0.75524586,0.34204382,0.76945126,0.4221832,0.8983736,0.35993275,0.9162116
not fallen,0.52545327,0.3040609,0.54840654,0.2730043,0.52007085,0.27792954,0.6072118,0.27437273,0.0,0.0,0.6879401,0.43857574,0.5681822,0.43010283,0.7020125,0.6756446,0.5224101,0.6231681,0.537038,0.6536425,0.4807601,0.6296775,0.59223294,0.7598351,0.52509475,0.7204081,0.38108793,0.64358747,0.36005947,0.57179135,0.29067045,0.9202552,0.3193048,0.84514254
not fallen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17907833,0.7186226,0.0,0.0,0.27690336,0.7035597,0.24027066,0.8079053,0.24980585,0.83848315,0.47327635,0.81730044,0.4744812,0.82913554,0.5762499,0.95839167,0.5889899,0.97765523
not fallen,0.26251766,0.22551318,0.26706487,0.19646406,0.2377121,0.21239464,0.0,0.0,0.22282465,0.2236635,0.46582556,0.27634937,0.18662022,0.29949734,0.6200777,0.39668548,0.208787,0.43657032,0.61122745,0.43196806,0.41765863,0.43468624,0.59090227,0.49577618,0.39686757,0.5288487,0.77071184,0.5345857,0.49042997,0.5637967,0.77259815,0.8276909,0.59993106,0.83941555
fall,0.50704163,0.24875177,0.5232446,0.22233236,0.48836058,0.22754978,0.55115664,0.22950888,0.46660104,0.24094798,0.59774673,0.36095053,0.43581352,0.36400065,0.6209522,0.5183566,0.42448455,0.51509315,0.5202742,0.55675095,0.45973036,0.5531993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.42745385,0.19664784,0.4676434,0.16809173,0.41801587,0.16137333,0.5359267,0.21167481,0.0,0.0,0.66052896,0.36923972,0.3311687,0.41201398,0.84890556,0.46739054,0.23008601,0.64413184,0.8288762,0.6555895,0.21876113,0.90688276,0.5783454,0.8379995,0.36820138,0.8356802,0.41537476,0.68265516,0.15976742,0.6532402,0.0,0.0,0.0,0.0
fall,0.5352794,0.33990246,0.5322359,0.3140649,0.525881,0.33005092,0.55752474,0.27070674,0.0,0.0,0.63077265,0.2531825,0.5813865,0.30710992,0.7143914,0.31888512,0.56923723,0.4206489,0.73660797,0.3870318,0.5486647,0.5614565,0.7911722,0.22247995,0.76140493,0.25555864,0.7202408,0.40271077,0.7068857,0.44086662,0.78278816,0.5389382,0.7293454,0.5273328
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41472828,0.0,0.0,0.0,0.395745,0.08567233,0.0,0.0,0.37543118,0.084128566,0.33284897,0.088211015,0.3775335,0.25263414,0.35968888,0.25584087,0.4015975,0.3894945,0.37897334,0.38737717
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23287798,0.094950326,0.2148954,0.09988277,0.23614116,0.24186292,0.22923064,0.24937543,0.23615927,0.36639404,0.22856508,0.3746107
not fallen,0.50945383,0.23285079,0.51773965,0.2184488,0.49049067,0.22310841,0.5310155,0.23496583,0.4621621,0.24460505,0.5668227,0.32778686,0.4366091,0.3218861,0.65675354,0.35426784,0.33762547,0.34910178,0.7425939,0.3494295,0.2525596,0.33697048,0.5408241,0.54918784,0.47199106,0.54147226,0.5462181,0.64693904,0.53862923,0.58868414,0.53165567,0.89443314,0.5929764,0.8005156
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69024897,0.6437574,0.72184324,0.8004964,0.66374654,0.6187893,0.7150554,0.86183804,0.70912236,0.634617,0.0,0.0,0.54523844,0.65891355,0.5650437,0.7195814,0.54523,0.6210327,0.5253064,0.7471123,0.49537537,0.6291839,0.0,0.0
not fallen,0.61437774,0.17190589,0.626945,0.15915139,0.61383957,0.15740812,0.65536875,0.17596343,0.0,0.0,0.693564,0.2672522,0.5899789,0.2825388,0.73553675,0.37138483,0.55793834,0.38609397,0.710248,0.43406355,0.59149826,0.33767876,0.67281634,0.5085776,0.61595285,0.5153552,0.6534332,0.696693,0.64986074,0.6965313,0.638891,0.86198384,0.69201136,0.8718266
not fallen,0.45066127,0.49875343,0.4602043,0.49048012,0.4376752,0.49216568,0.47604224,0.49494648,0.42164594,0.4987967,0.4908409,0.5472784,0.40674457,0.55042446,0.49387574,0.61131305,0.38578162,0.61959046,0.50662225,0.666504,0.40236604,0.6684645,0.49225324,0.6698459,0.43662238,0.6734245,0.5127722,0.7595446,0.43913037,0.76414794,0.54010856,0.8583571,0.4527231,0.86617684
not fallen,0.58633125,0.3895888,0.6023371,0.3791719,0.57039535,0.37866512,0.624039,0.38388866,0.5450392,0.3830573,0.66064066,0.4482793,0.51413786,0.4530146,0.7085965,0.5221918,0.49488544,0.5394661,0.6744431,0.5847317,0.50872636,0.6146232,0.6506503,0.61849946,0.55683947,0.620705,0.66887873,0.7345912,0.5718327,0.73430365,0.67841464,0.8404845,0.60414195,0.84277517
not fallen,0.51080525,0.23389804,0.5293627,0.2060531,0.0,0.0,0.5995636,0.17755488,0.0,0.0,0.7418583,0.23193924,0.532891,0.3041745,0.8899657,0.2969642,0.55249214,0.52214485,0.8742617,0.47808942,0.56910056,0.7256665,0.8082509,0.60375893,0.6683822,0.6164966,0.7185067,0.90801746,0.5835392,0.862905,0.0,0.0,0.0,0.0
fall,0.41633177,0.7227719,0.41589108,0.7054654,0.0,0.0,0.4392325,0.67934173,0.0,0.0,0.48946795,0.7032066,0.47384524,0.6970515,0.50461125,0.83563197,0.47232723,0.79370135,0.46889716,0.9271327,0.43370494,0.87350506,0.63160497,0.7213158,0.61567265,0.7264733,0.61913085,0.8802675,0.5837793,0.8842643,0.74956816,0.9131958,0.6887337,0.8932561
not fallen,0.5141265,0.30070698,0.52426815,0.2875685,0.50901145,0.29059663,0.566073,0.28432092,0.0,0.0,0.636158,0.34214184,0.48902702,0.34078845,0.6399049,0.44729397,0.48820302,0.420928,0.59277076,0.41870317,0.54208905,0.39610592,0.61120135,0.4688246,0.5162493,0.4657862,0.614724,0.48462516,0.49599418,0.48766372,0.5751751,0.55452484,0.6129111,0.5642583
fall,0.1693271,0.56891143,0.16424115,0.52192175,0.14514904,0.57440925,0.19071665,0.4583523,0.13803153,0.5790773,0.2905475,0.477371,0.15707909,0.6697792,0.34747678,0.4903078,0.13617292,0.8188027,0.22939543,0.48577684,0.118935436,0.8698668,0.51570696,0.69079125,0.41617054,0.8121418,0.6894684,0.7128807,0.5450804,0.8717805,0.8604694,0.81337464,0.7545382,0.9079759
not fallen,0.8930966,0.31070796,0.8962299,0.3017785,0.8846213,0.3025442,0.0,0.0,0.86492056,0.30348408,0.88492507,0.34664696,0.84872144,0.3419108,0.9077408,0.41443902,0.87009585,0.37314305,0.93614286,0.4582874,0.8820786,0.3226199,0.88628656,0.45065552,0.8626135,0.4591321,0.97379273,0.4869481,0.9530795,0.50082535,0.98607665,0.5976116,0.9855222,0.6169502
fall,0.35474306,0.5032253,0.3589221,0.49118567,0.0,0.0,0.3820605,0.45523348,0.0,0.0,0.4352064,0.45544648,0.36397624,0.42086044,0.47027564,0.5380795,0.38596347,0.44274396,0.41443896,0.54769075,0.40833455,0.5177812,0.52181745,0.4766985,0.46670085,0.4705365,0.52267635,0.64443123,0.47123882,0.6241058,0.6231341,0.6921868,0.5717425,0.65465355
not fallen,0.53533,0.3181622,0.542473,0.30878457,0.52737063,0.30755273,0.0,0.0,0.50666374,0.31210515,0.55932933,0.37773395,0.48152104,0.3705253,0.57219326,0.45066848,0.468873,0.44605264,0.5792655,0.5100793,0.4802621,0.49752498,0.54401016,0.5345815,0.48576948,0.5294838,0.56288713,0.6500603,0.45581904,0.6303043,0.55711174,0.76671356,0.44058785,0.7479374
not fallen,0.8934019,0.30619392,0.8958325,0.2975522,0.8851184,0.29810077,0.0,0.0,0.8656208,0.30050966,0.88236916,0.34630838,0.8485781,0.34209415,0.90478355,0.41551885,0.8700903,0.37293229,0.9355755,0.4592064,0.8832572,0.32552227,0.8816542,0.45171714,0.8602274,0.4608533,0.9658144,0.48546657,0.9514195,0.5037922,0.9765503,0.59323627,0.9851721,0.61858934
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41807267,0.68718565,0.5165624,0.6907088,0.38249975,0.7313086,0.5462993,0.7535426,0.38869968,0.7255003,0.56279063,0.74627465,0.43851575,0.69645375,0.50957006,0.6974465,0.44243494,0.56129706,0.5073559,0.5634045,0.45830813,0.4756115,0.5242797,0.4775539
fall,0.316192,0.49001,0.2895635,0.4287656,0.2811583,0.5064683,0.29749697,0.31510505,0.0,0.0,0.43940058,0.2448629,0.31136793,0.52357084,0.62167335,0.21227823,0.29587966,0.66573364,0.59720534,0.41410366,0.2790078,0.75130767,0.6950523,0.5092087,0.63055295,0.64548373,0.7537276,0.4742944,0.76902753,0.6645555,0.8654155,0.6728037,0.9246535,0.6738755
fall,0.8749246,0.70920134,0.88775593,0.73767596,0.8982008,0.6762584,0.88233006,0.74311864,0.90007496,0.61337477,0.82957476,0.712477,0.81261635,0.54052085,0.7758525,0.78466976,0.6928722,0.5177463,0.75574225,0.868668,0.70598507,0.737454,0.5488322,0.6973753,0.5367968,0.55855393,0.2864948,0.7525275,0.2768194,0.58109057,0.15633078,0.6876704,0.14520703,0.6495546
fall,0.32015786,0.90001136,0.3131887,0.8950881,0.0,0.0,0.31386432,0.8799001,0.0,0.0,0.3637255,0.8461566,0.3495388,0.89203,0.4633549,0.836394,0.4234964,0.8777758,0.44823048,0.9316105,0.4177917,0.9136316,0.5003561,0.83125675,0.4894317,0.86429423,0.5362484,0.9100644,0.53411156,0.949172,0.6534542,0.8932739,0.65081,0.9029152
not fallen,0.5310194,0.18863292,0.55806714,0.16403475,0.52316695,0.15732436,0.61187536,0.17896605,0.52031773,0.16324034,0.69099253,0.3402838,0.469547,0.32856703,0.68767166,0.5518479,0.4406534,0.5528691,0.61935234,0.4796001,0.39297032,0.38059354,0.5966072,0.6968844,0.44503403,0.66353965,0.51357937,0.7142001,0.271614,0.61804724,0.4635535,0.84300405,0.4341518,0.78418446
not fallen,0.45514008,0.19499907,0.0,0.0,0.44795328,0.16212197,0.0,0.0,0.39716676,0.1483072,0.3954337,0.2984746,0.34344235,0.27456203,0.45652732,0.4749262,0.4115348,0.50678694,0.4695546,0.33629152,0.5426286,0.50751275,0.4083778,0.6791202,0.3676447,0.6950557,0.59680927,0.7270652,0.58833534,0.7154545,0.6418279,0.9782808,0.66995066,0.97909075
not fallen,0.5149999,0.30342704,0.53814185,0.28861287,0.5094013,0.29192814,0.6017126,0.29720834,0.0,0.0,0.6705598,0.37889874,0.49206087,0.39627615,0.73450756,0.49964002,0.44432908,0.49212524,0.6909019,0.5884195,0.43302125,0.41089877,0.63700366,0.603553,0.52306294,0.610519,0.6732145,0.7836808,0.5615469,0.7810877,0.7196075,0.9412754,0.59637874,0.9343254
not fallen,0.32828864,0.20769961,0.34210104,0.17844518,0.3087672,0.18143214,0.36958963,0.18190041,0.2872958,0.1890133,0.43540165,0.33681157,0.2265488,0.34517822,0.42897677,0.51956844,0.2325025,0.5215704,0.38304648,0.6197742,0.29199785,0.45609537,0.4024415,0.59962475,0.26313823,0.61021346,0.52017576,0.55735373,0.25101835,0.5916236,0.3703642,0.7623246,0.29996312,0.8174429
not fallen,0.5602128,0.23824719,0.5715263,0.20225622,0.536073,0.21928877,0.5976513,0.19954331,0.51361305,0.2385774,0.6543591,0.38995343,0.5008823,0.41372535,0.675258,0.63596714,0.46730536,0.6386445,0.69404685,0.8596251,0.52640116,0.6963715,0.6499517,0.78938323,0.550902,0.7989515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not fallen,0.61322135,0.22280534,0.6391321,0.19186659,0.0,0.0,0.71656716,0.20380226,0.0,0.0,0.76500624,0.4077888,0.7336852,0.36669317,0.6658504,0.74040145,0.63902843,0.62382096,0.44793302,0.77016526,0.49356842,0.6975677,0.6818169,0.8295124,0.6606846,0.7705833,0.30343932,0.7908793,0.35066792,0.72851634,0.282482,0.9867553,0.0,0.0
not fallen,0.6594699,0.20016265,0.68828225,0.17794342,0.0,0.0,0.7471723,0.22715448,0.0,0.0,0.77017003,0.41445428,0.6922723,0.37270448,0.5980908,0.5847408,0.5661308,0.4857966,0.45127097,0.5639934,0.46132597,0.5056481,0.72982055,0.82958716,0.6651544,0.79293984,0.5459145,0.6060873,0.51163745,0.57062846,0.43660098,0.8917055,0.45481524,0.8615393
not fallen,0.49341336,0.34114328,0.50553715,0.30075333,0.47855082,0.31240842,0.5838348,0.25843048,0.0,0.0,0.7129208,0.37892285,0.5289776,0.40633962,0.8261878,0.5191025,0.0,0.0,0.8682537,0.41039664,0.0,0.0,0.6798436,0.77757126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
